"","state","parameter","pollution","Max","Year"
"1251","Indiana","Nitrogen dioxide (NO2)",15.2788385833333,52.2,2019
"1252","Indiana","Ozone",0.0432368988095238,0.092,2019
"1253","Indiana","PM10 Total 0-10um STP",18.1406668333333,882,2019
"1254","Iowa","Nitrogen dioxide (NO2)",6.2944955,46.3,2019
"1255","Iowa","Ozone",0.04005925,0.081,2019
"1256","Iowa","PM10 Total 0-10um STP",22.0609345,500,2019
"1257","Kansas","Nitrogen dioxide (NO2)",6.9691515,45.8,2019
"1258","Kansas","Ozone",0.0420322222222222,0.101,2019
"1259","Kansas","PM10 Total 0-10um STP",17.3008847777778,494,2019
"1260","Kentucky","Nitrogen dioxide (NO2)",11.4210442857143,64.2,2019
"1261","Kentucky","Ozone",0.0438553125,0.098,2019
"1262","Kentucky","PM10 Total 0-10um STP",14.66371925,193.1,2019
"1263","Louisiana","Nitrogen dioxide (NO2)",9.91100105555556,269.2,2019
"1264","Louisiana","Ozone",0.0382613636363636,0.101,2019
"1265","Louisiana","PM10 Total 0-10um STP",16.5312974,370,2019
"1266","Maine","Nitrogen dioxide (NO2)",6.84716833333333,43.9,2019
"1267","Maine","Ozone",0.03717315,0.087,2019
"1268","Maine","PM10 Total 0-10um STP",13.8558037,418,2019
"1269","Maryland","Nitrogen dioxide (NO2)",12.88620325,58.2,2019
"1270","Maryland","Ozone",0.0465767875,0.11,2019
"1271","Maryland","PM10 Total 0-10um STP",11.865912,53,2019
"1272","Massachusetts","Nitrogen dioxide (NO2)",12.5190443636364,57,2019
"1273","Massachusetts","Ozone",0.041946765625,0.095,2019
"1274","Massachusetts","PM10 Total 0-10um STP",9.662773,52,2019
"1275","Michigan","Nitrogen dioxide (NO2)",15.2019049444444,72.2,2019
"1276","Michigan","Ozone",0.040441,0.093,2019
"1277","Michigan","PM10 Total 0-10um STP",19.2985032272727,657,2019
"1278","Minnesota","Nitrogen dioxide (NO2)",12.4119388,65.6,2019
"1279","Minnesota","Ozone",0.0371153970588235,0.088,2019
"1280","Minnesota","PM10 Total 0-10um STP",19.2459628846154,940,2019
"1281","Mississippi","Nitrogen dioxide (NO2)",7.1368615,37.9,2019
"1282","Mississippi","Ozone",0.041059525,0.092,2019
"1283","Mississippi","PM10 Total 0-10um STP",19.1481635,246.1,2019
"1284","Missouri","Nitrogen dioxide (NO2)",13.6680958333333,93.1,2019
"1285","Missouri","Ozone",0.0431523693181818,0.103,2019
"1286","Missouri","PM10 Total 0-10um STP",19.93148868,1065,2019
"1287","Montana","Nitrogen dioxide (NO2)",2.12087033333333,40.9,2019
"1288","Montana","Ozone",0.0417543928571429,0.16,2019
"1289","Montana","PM10 Total 0-10um STP",14.5724456515152,658,2019
"1290","Nebraska","Ozone",0.03850545,0.075,2019
"1291","Nebraska","PM10 Total 0-10um STP",17.9911814285714,285,2019
"1292","Nevada","Nitrogen dioxide (NO2)",21.300644875,64.4,2019
"1293","Nevada","Ozone",0.0466446304347826,0.087,2019
"1294","Nevada","PM10 Total 0-10um STP",18.8002046,1240.5,2019
"1295","New Hampshire","Nitrogen dioxide (NO2)",4.2911455,33.6,2019
"1296","New Hampshire","Ozone",0.03856675,0.087,2019
"1297","New Hampshire","PM10 Total 0-10um STP",11.6414335,187.8,2019
"1298","New Jersey","Nitrogen dioxide (NO2)",19.0101749090909,110.2,2019
"1299","New Jersey","Ozone",0.0430344264705882,0.102,2019
"1300","New Jersey","PM10 Total 0-10um STP",15.0973075,45,2019
"1301","New Mexico","Nitrogen dioxide (NO2)",9.85918786363636,67,2019
"1302","New Mexico","Ozone",0.0482462105263158,0.114,2019
"1303","New Mexico","PM10 Total 0-10um STP",25.0998083846154,7028,2019
"1304","New York","Nitrogen dioxide (NO2)",16.8933151875,67.2,2019
"1305","New York","Ozone",0.0406562109375,0.118,2019
"1306","New York","PM10 Total 0-10um STP",12.3544248333333,43,2019
"1307","North Carolina","Nitrogen dioxide (NO2)",10.6492191666667,41.9,2019
"1308","North Carolina","Ozone",0.0454480855263158,0.096,2019
"1309","North Carolina","PM10 Total 0-10um STP",12.9478802727273,302,2019
"1310","North Dakota","Nitrogen dioxide (NO2)",4.5542655,87.6,2019
"1311","North Dakota","Ozone",0.0402718,0.088,2019
"1312","North Dakota","PM10 Total 0-10um STP",8.68599705555556,330,2019
"1313","Ohio","Nitrogen dioxide (NO2)",15.188727625,78,2019
"1314","Ohio","Ozone",0.0445695196078431,0.1,2019
"1315","Ohio","PM10 Total 0-10um STP",16.3358759130435,1002,2019
"1316","Oklahoma","Nitrogen dioxide (NO2)",11.3220315,48.2,2019
"1317","Oklahoma","Ozone",0.0429814880952381,0.097,2019
"1318","Oklahoma","PM10 Total 0-10um STP",18.2037617333333,1971,2019
"1319","Oregon","Nitrogen dioxide (NO2)",12.99148575,42.5,2019
"1320","Oregon","Ozone",0.03596965,0.094,2019
"1321","Oregon","PM10 Total 0-10um STP",14.8777987727273,877,2019
"1322","Pennsylvania","Nitrogen dioxide (NO2)",10.4099515,65.4,2019
"1323","Pennsylvania","Ozone",0.0429925754716981,0.094,2019
"1324","Pennsylvania","PM10 Total 0-10um STP",15.2671402758621,340,2019
"1325","Rhode Island","Nitrogen dioxide (NO2)",13.3232126666667,63.8,2019
"1326","Rhode Island","Ozone",0.0451011666666667,0.098,2019
"1327","Rhode Island","PM10 Total 0-10um STP",11.8820393333333,41,2019
"1328","South Carolina","Nitrogen dioxide (NO2)",8.50836475,43,2019
"1329","South Carolina","Ozone",0.0432455,0.095,2019
"1330","South Carolina","PM10 Total 0-10um STP",13.535679,365,2019
"1331","South Dakota","Nitrogen dioxide (NO2)",5.42262325,62,2019
"1332","South Dakota","Ozone",0.04324925,0.085,2019
"1333","South Dakota","PM10 Total 0-10um STP",15.1870703,781,2019
"1334","Tennessee","Nitrogen dioxide (NO2)",12.434228,59,2019
"1335","Tennessee","Ozone",0.0451527717391304,0.107,2019
"1336","Tennessee","PM10 Total 0-10um STP",16.3922206363636,169,2019
"1337","Texas","Nitrogen dioxide (NO2)",10.9978267959184,79,2019
"1338","Texas","Ozone",0.0405944109589041,0.141,2019
"1339","Texas","PM10 Total 0-10um STP",21.4002265,90,2019
"1340","Utah","Nitrogen dioxide (NO2)",12.713555125,116,2019
"1341","Utah","Ozone",0.0460042424242424,0.34,2019
"1342","Utah","PM10 Total 0-10um STP",14.016868,322,2019
"1343","Vermont","Nitrogen dioxide (NO2)",10.14644725,44.7,2019
"1344","Vermont","Ozone",0.0383735833333333,0.072,2019
"1345","Vermont","PM10 Total 0-10um STP",8.34894025,53,2019
"1346","Alabama","Nitrogen dioxide (NO2)",15.342895,50.5,2020
"1347","Alabama","Ozone",0.0377699,0.084,2020
"1348","Alabama","PM10 Total 0-10um STP",17.1477014117647,314.9,2020
"1349","Alaska","Ozone",0.029502875,0.056,2020
"1350","Alaska","PM10 Total 0-10um STP",10.6573965,621,2020
"1351","Arizona","Nitrogen dioxide (NO2)",19.4997596428571,65,2020
"1352","Arizona","Ozone",0.0488940805555556,0.118,2020
"1353","Arizona","PM10 Total 0-10um STP",35.2720911923077,28161,2020
"1354","Arkansas","Nitrogen dioxide (NO2)",12.0183595,47.1,2020
"1355","Arkansas","Ozone",0.037988,0.092,2020
"1356","Arkansas","PM10 Total 0-10um STP",14.8535166666667,44,2020
"1357","California","Nitrogen dioxide (NO2)",14.4139233366337,101.6,2020
"1358","California","Ozone",0.0450616320224719,0.185,2020
"1359","California","PM10 Total 0-10um STP",34.7016581825843,19139,2020
"1360","Colorado","Nitrogen dioxide (NO2)",12.4064503,86.5,2020
"1361","Colorado","Ozone",0.0485101860465116,0.103,2020
"1362","Colorado","PM10 Total 0-10um STP",19.1076004857143,393,2020
"1363","Connecticut","Nitrogen dioxide (NO2)",15.138307375,50.2,2020
"1364","Connecticut","Ozone",0.0440631875,0.124,2020
"1365","Connecticut","PM10 Total 0-10um STP",13.80398225,380.4,2020
"1366","Delaware","Nitrogen dioxide (NO2)",14.65974,45.8,2020
"1367","Delaware","Ozone",0.0400258214285714,0.083,2020
"1368","District Of Columbia","Nitrogen dioxide (NO2)",14.422388,56.3,2020
"1369","District Of Columbia","Ozone",0.0384734166666667,0.08,2020
"1370","District Of Columbia","PM10 Total 0-10um STP",15.135009,228,2020
"1371","Florida","Nitrogen dioxide (NO2)",10.3803205454545,54.2,2020
"1372","Florida","Ozone",0.0358088940677966,0.094,2020
"1373","Florida","PM10 Total 0-10um STP",18.134711475,787,2020
"1374","Georgia","Nitrogen dioxide (NO2)",17.6704005,53,2020
"1375","Georgia","Ozone",0.036586447368421,0.086,2020
"1376","Georgia","PM10 Total 0-10um STP",14.3232533333333,194,2020
"1377","Hawaii","Nitrogen dioxide (NO2)",5.40455625,41.1,2020
"1378","Hawaii","Ozone",0.026593125,0.053,2020
"1379","Hawaii","PM10 Total 0-10um STP",11.4952881666667,626,2020
"1380","Idaho","Nitrogen dioxide (NO2)",16.9584275,53,2020
"1381","Idaho","Ozone",0.0454635,0.083,2020
"1382","Idaho","PM10 Total 0-10um STP",21.0382272666667,972,2020
"1383","Illinois","Nitrogen dioxide (NO2)",17.2821017142857,65.6,2020
"1384","Illinois","Ozone",0.0415369358974359,0.104,2020
"1385","Illinois","PM10 Total 0-10um STP",29.6727755714286,513,2020
"1386","Indiana","Nitrogen dioxide (NO2)",12.2728750625,56.3,2020
"1387","Indiana","Ozone",0.0408856923076923,0.096,2020
"1388","Indiana","PM10 Total 0-10um STP",19.1446391666667,783,2020
"1389","Iowa","Nitrogen dioxide (NO2)",5.71101525,53.1,2020
"1390","Iowa","Ozone",0.0383350625,0.076,2020
"1391","Iowa","PM10 Total 0-10um STP",24.3098244375,537,2020
"1392","Kansas","Nitrogen dioxide (NO2)",6.9400663,65.9,2020
"1393","Kansas","Ozone",0.04055175,0.135,2020
"1394","Kansas","PM10 Total 0-10um STP",21.7159850555556,2618.9,2020
"1395","Kentucky","Nitrogen dioxide (NO2)",10.3234746428571,52.4,2020
"1396","Kentucky","Ozone",0.0394561875,0.107,2020
"1397","Kentucky","PM10 Total 0-10um STP",15.0684577272727,212.6,2020
"1398","Louisiana","Nitrogen dioxide (NO2)",8.5439135,66.9,2020
"1399","Louisiana","Ozone",0.0363048402777778,0.103,2020
"1400","Louisiana","PM10 Total 0-10um STP",17.1621647,680,2020
"1401","Maine","Nitrogen dioxide (NO2)",8.90529716666667,97.1,2020
"1402","Maine","Ozone",0.03644205,0.083,2020
"1403","Maine","PM10 Total 0-10um STP",11.9249050666667,528,2020
"1404","Maryland","Nitrogen dioxide (NO2)",13.3838718333333,55.9,2020
"1405","Maryland","Ozone",0.0411935125,0.091,2020
"1406","Maryland","PM10 Total 0-10um STP",10.1753825,36,2020
"1407","Massachusetts","Nitrogen dioxide (NO2)",11.7770073181818,54,2020
"1408","Massachusetts","Ozone",0.040166890625,0.098,2020
"1409","Massachusetts","PM10 Total 0-10um STP",11.38175275,36,2020
"1410","Michigan","Nitrogen dioxide (NO2)",13.6886793888889,80,2020
"1411","Michigan","Ozone",0.0404662844827586,0.107,2020
"1412","Michigan","PM10 Total 0-10um STP",17.9840373181818,737,2020
"1413","Minnesota","Nitrogen dioxide (NO2)",10.4322711666667,55.3,2020
"1414","Minnesota","Ozone",0.0370151323529412,0.089,2020
"1415","Minnesota","PM10 Total 0-10um STP",21.9358189375,985,2020
"1416","Mississippi","Nitrogen dioxide (NO2)",6.199187,37,2020
"1417","Mississippi","Ozone",0.03757715,0.087,2020
"1418","Mississippi","PM10 Total 0-10um STP",19.4676265,216.9,2020
"1419","Missouri","Nitrogen dioxide (NO2)",12.882625,56.4,2020
"1420","Missouri","Ozone",0.0399682613636364,0.092,2020
"1421","Missouri","PM10 Total 0-10um STP",22.9036865833333,1216,2020
"1422","Montana","Nitrogen dioxide (NO2)",1.88574575,79.9,2020
"1423","Montana","Ozone",0.0424804375,0.121,2020
"1424","Montana","PM10 Total 0-10um STP",16.7235146818182,818,2020
"1425","Nebraska","Ozone",0.03680405,0.077,2020
"1426","Nebraska","PM10 Total 0-10um STP",21.0345922857143,437,2020
"1427","Nevada","Nitrogen dioxide (NO2)",23.4370328333333,63.9,2020
"1428","Nevada","Ozone",0.04686575,0.106,2020
"1429","Nevada","PM10 Total 0-10um STP",25.352126147541,2037,2020
"1430","New Hampshire","Nitrogen dioxide (NO2)",4.0314855,24.7,2020
"1431","New Hampshire","Ozone",0.0387942083333333,0.075,2020
"1432","New Hampshire","PM10 Total 0-10um STP",12.97110625,139.4,2020
"1433","New Jersey","Nitrogen dioxide (NO2)",16.9161716,91.7,2020
"1434","New Jersey","Ozone",0.0396785147058824,0.1,2020
"1435","New Jersey","PM10 Total 0-10um STP",14.8572305,47,2020
"1436","New Mexico","Nitrogen dioxide (NO2)",9.74250095454545,65,2020
"1437","New Mexico","Ozone",0.0474571315789474,0.107,2020
"1438","New Mexico","PM10 Total 0-10um STP",32.1495246829268,9983,2020
"1439","New York","Nitrogen dioxide (NO2)",16.0555303571429,76.4,2020
"1440","New York","Ozone",0.0398100172413793,0.103,2020
"1441","New York","PM10 Total 0-10um STP",11.329301,37,2020
"1442","North Carolina","Nitrogen dioxide (NO2)",8.71564071428571,71,2020
"1443","North Carolina","Ozone",0.0391067105263158,0.086,2020
"1444","North Carolina","PM10 Total 0-10um STP",11.4497398846154,315,2020
"1445","North Dakota","Nitrogen dioxide (NO2)",4.00500227777778,40.7,2020
"1446","North Dakota","Ozone",0.0394970555555556,0.071,2020
"1447","North Dakota","PM10 Total 0-10um STP",9.73634242857143,492,2020
"1448","Ohio","Nitrogen dioxide (NO2)",13.5578037142857,71,2020
"1449","Ohio","Ozone",0.0420957452830189,0.1,2020
"1450","Ohio","PM10 Total 0-10um STP",16.0322791777778,530.7,2020
"1451","Oklahoma","Nitrogen dioxide (NO2)",10.617274,48,2020
"1452","Oklahoma","Ozone",0.040685275,0.167,2020
"1453","Oklahoma","PM10 Total 0-10um STP",18.0597623571429,1390,2020
"1454","Oregon","Nitrogen dioxide (NO2)",10.5252348333333,42.2,2020
"1455","Oregon","Ozone",0.0366017954545455,0.098,2020
"1456","Oregon","PM10 Total 0-10um STP",19.8274136666667,1273.5,2020
"1457","Pennsylvania","Nitrogen dioxide (NO2)",10.2534850789474,59.2,2020
"1458","Pennsylvania","Ozone",0.0406632692307692,0.094,2020
"1459","Pennsylvania","PM10 Total 0-10um STP",14.4733885483871,421,2020
"1460","Rhode Island","Nitrogen dioxide (NO2)",11.7944273333333,52.9,2020
"1461","Rhode Island","Ozone",0.0419544375,0.103,2020
"1462","Rhode Island","PM10 Total 0-10um STP",10.4617423333333,33,2020
"1463","South Carolina","Nitrogen dioxide (NO2)",7.3693549,38,2020
"1464","South Carolina","Ozone",0.037092734375,0.079,2020
"1465","South Carolina","PM10 Total 0-10um STP",13.7756005,291,2020
"1466","South Dakota","Nitrogen dioxide (NO2)",5.440151,42.3,2020
"1467","South Dakota","Ozone",0.0423655,0.115,2020
"1468","South Dakota","PM10 Total 0-10um STP",19.9428809444444,745,2020
"1469","Tennessee","Nitrogen dioxide (NO2)",11.308906875,54,2020
"1470","Tennessee","Ozone",0.0394877608695652,0.077,2020
"1471","Tennessee","PM10 Total 0-10um STP",15.566587125,198,2020
"1472","Texas","Nitrogen dioxide (NO2)",10.071396125,78.8,2020
"1473","Texas","Ozone",0.03938714,0.123,2020
"1474","Texas","PM10 Total 0-10um STP",30.5356170689655,320,2020
"1475","Utah","Nitrogen dioxide (NO2)",12.1088729375,81.4,2020
"1476","Utah","Ozone",0.0457195583333333,0.104,2020
"1477","Utah","PM10 Total 0-10um STP",24.3157971666667,266,2020
"1478","Vermont","Nitrogen dioxide (NO2)",8.469929,37.7,2020
"1479","Vermont","Ozone",0.03868375,0.062,2020
"1480","Vermont","PM10 Total 0-10um STP",7.953382,30,2020
"1481","Alabama","Nitrogen dioxide (NO2)",14.844642,52.1,2021
"1482","Alabama","Ozone",0.0388044125,0.105,2021
"1483","Alabama","PM10 Total 0-10um STP",17.1252414117647,943.3,2021
"1484","Alaska","Ozone",0.028005625,0.064,2021
"1485","Alaska","PM10 Total 0-10um STP",11.6803730714286,850,2021
"1486","Arizona","Nitrogen dioxide (NO2)",20.695848,65,2021
"1487","Arizona","Ozone",0.0503536424418605,0.135,2021
"1488","Arizona","PM10 Total 0-10um STP",33.1445124174312,4712,2021
"1489","Arkansas","Nitrogen dioxide (NO2)",12.37378725,57.2,2021
"1490","Arkansas","Ozone",0.04122846875,0.088,2021
"1491","Arkansas","PM10 Total 0-10um STP",15.6412566666667,37,2021
"1492","California","Nitrogen dioxide (NO2)",13.8763456081081,91.5,2021
"1493","California","Ozone",0.0448527371428571,0.148,2021
"1494","California","PM10 Total 0-10um STP",28.7325570173913,35585,2021
"1495","Colorado","Nitrogen dioxide (NO2)",12.3794907333333,80.7,2021
"1496","Colorado","Ozone",0.0510645548780488,0.146,2021
"1497","Colorado","PM10 Total 0-10um STP",21.9977445517241,680,2021
"1498","Connecticut","Nitrogen dioxide (NO2)",15.433778875,74.5,2021
"1499","Connecticut","Ozone",0.0437117916666667,0.136,2021
"1500","Connecticut","PM10 Total 0-10um STP",14.47568035,823.1,2021
"1501","Delaware","Nitrogen dioxide (NO2)",14.4828015,50.7,2021
"1502","Delaware","Ozone",0.0425933571428571,0.083,2021
"1503","District Of Columbia","Nitrogen dioxide (NO2)",16.4955495,82.1,2021
"1504","District Of Columbia","Ozone",0.0426181666666667,0.094,2021
"1505","District Of Columbia","PM10 Total 0-10um STP",16.0303705,312,2021
"1506","Florida","Nitrogen dioxide (NO2)",12.1227958076923,94.8,2021
"1507","Florida","Ozone",0.0364851949152542,0.088,2021
"1508","Florida","PM10 Total 0-10um STP",17.7268910714286,312.4,2021
"1509","Georgia","Nitrogen dioxide (NO2)",17.879875375,58.2,2021
"1510","Georgia","Ozone",0.0396656710526316,0.093,2021
"1511","Georgia","PM10 Total 0-10um STP",16.742830375,325,2021
"1512","Hawaii","Nitrogen dioxide (NO2)",4.673481,29.5,2021
"1513","Hawaii","Ozone",0.02728075,0.067,2021
"1514","Hawaii","PM10 Total 0-10um STP",11.4236861666667,286,2021
"1515","Idaho","Nitrogen dioxide (NO2)",17.8332155,58.6,2021
"1516","Idaho","Ozone",0.0482491666666667,0.09,2021
"1517","Idaho","PM10 Total 0-10um STP",24.02619140625,782,2021
"1518","Illinois","Nitrogen dioxide (NO2)",17.247420875,69.1,2021
"1519","Illinois","Ozone",0.04341575,0.114,2021
"1520","Illinois","PM10 Total 0-10um STP",28.9242117142857,627,2021
"1521","Indiana","Nitrogen dioxide (NO2)",12.9103783,64.7,2021
"1522","Indiana","Ozone",0.0427069743589744,0.096,2021
"1523","Indiana","PM10 Total 0-10um STP",20.0909227222222,619,2021
"1524","Iowa","Nitrogen dioxide (NO2)",5.6562465,47.1,2021
"1525","Iowa","Ozone",0.0417120520833333,0.075,2021
"1526","Iowa","PM10 Total 0-10um STP",24.521103125,724,2021
"1527","Kansas","Nitrogen dioxide (NO2)",7.3092479,315.3,2021
"1528","Kansas","Ozone",0.0436023888888889,0.094,2021
"1529","Kansas","PM10 Total 0-10um STP",24.802983,4204.6,2021
"1530","Kentucky","Nitrogen dioxide (NO2)",11.4065418571429,57.7,2021
"1531","Kentucky","Ozone",0.0413967946428571,0.106,2021
"1532","Kentucky","PM10 Total 0-10um STP",16.3458762,283.7,2021
"1533","Louisiana","Nitrogen dioxide (NO2)",8.66302383333333,49.8,2021
"1534","Louisiana","Ozone",0.0370174431818182,0.112,2021
"1535","Louisiana","PM10 Total 0-10um STP",16.9673686,422,2021
"1536","Maine","Nitrogen dioxide (NO2)",7.28907,40.2,2021
"1537","Maine","Ozone",0.03675585,0.144,2021
"1538","Maine","PM10 Total 0-10um STP",13.2446314166667,772,2021
"1539","Maryland","Nitrogen dioxide (NO2)",14.7191414166667,58.6,2021
"1540","Maryland","Ozone",0.0448155875,0.103,2021
"1541","Maryland","PM10 Total 0-10um STP",10.8669935,40,2021
"1542","Massachusetts","Nitrogen dioxide (NO2)",11.0553838181818,53,2021
"1543","Massachusetts","Ozone",0.0401089264705882,0.092,2021
"1544","Massachusetts","PM10 Total 0-10um STP",14.07033125,44,2021
"1545","Michigan","Nitrogen dioxide (NO2)",14.74771165,79.9,2021
"1546","Michigan","Ozone",0.0423475344827586,0.1,2021
"1547","Michigan","PM10 Total 0-10um STP",21.29389792,510,2021
"1548","Minnesota","Nitrogen dioxide (NO2)",11.3454966428571,53.2,2021
"1549","Minnesota","Ozone",0.0400194558823529,0.088,2021
"1550","Minnesota","PM10 Total 0-10um STP",22.597492125,592,2021
"1551","Mississippi","Nitrogen dioxide (NO2)",6.437703,33,2021
"1552","Mississippi","Ozone",0.038962225,0.084,2021
"1553","Mississippi","PM10 Total 0-10um STP",19.7984965,169.9,2021
"1554","Missouri","Nitrogen dioxide (NO2)",13.2861295833333,63.3,2021
"1555","Missouri","Ozone",0.0424913693181818,0.115,2021
"1556","Missouri","PM10 Total 0-10um STP",24.33177195,1301,2021
"1557","Montana","Nitrogen dioxide (NO2)",2.14072416666667,33.9,2021
"1558","Montana","Ozone",0.04655915625,0.179,2021
"1559","Montana","PM10 Total 0-10um STP",19.0969038636364,762,2021
"1560","Nebraska","Ozone",0.0417273125,0.102,2021
"1561","Nebraska","PM10 Total 0-10um STP",22.483072,827,2021
"1562","Nevada","Nitrogen dioxide (NO2)",22.0078376428571,87.4,2021
"1563","Nevada","Ozone",0.048181046875,0.104,2021
"1564","Nevada","PM10 Total 0-10um STP",26.5865482205882,1194.2,2021
"1565","New Hampshire","Nitrogen dioxide (NO2)",5.21848,29,2021
"1566","New Hampshire","Ozone",0.0397919285714286,0.094,2021
"1567","New Hampshire","PM10 Total 0-10um STP",13.3880465,258.6,2021
"1568","New Jersey","Nitrogen dioxide (NO2)",17.5714591,84,2021
"1569","New Jersey","Ozone",0.0415690147058824,0.11,2021
"1570","New Jersey","PM10 Total 0-10um STP",17.459553,55,2021
"1571","New Mexico","Nitrogen dioxide (NO2)",9.74406840909091,61,2021
"1572","New Mexico","Ozone",0.0485807631578947,0.108,2021
"1573","New Mexico","PM10 Total 0-10um STP",33.53853284,7208,2021
"1574","New York","Nitrogen dioxide (NO2)",15.509323125,77.4,2021
"1575","New York","Ozone",0.0406776583333333,0.113,2021
"1576","New York","PM10 Total 0-10um STP",13.1530962,49,2021
"1577","North Carolina","Nitrogen dioxide (NO2)",9.3766338125,46,2021
"1578","North Carolina","Ozone",0.0426878486842105,0.098,2021
"1579","North Carolina","PM10 Total 0-10um STP",13.0782584074074,469,2021
"1580","North Dakota","Nitrogen dioxide (NO2)",4.33078183333333,48.9,2021
"1581","North Dakota","Ozone",0.04334725,0.087,2021
"1582","North Dakota","PM10 Total 0-10um STP",15.3687665,369.7,2021
"1583","Ohio","Nitrogen dioxide (NO2)",14.410705,67,2021
"1584","Ohio","Ozone",0.0432536875,0.099,2021
"1585","Ohio","PM10 Total 0-10um STP",18.1267798888889,1999.7,2021
"1586","Oklahoma","Nitrogen dioxide (NO2)",11.700772875,63,2021
"1587","Oklahoma","Ozone",0.04391165,0.101,2021
"1588","Oklahoma","PM10 Total 0-10um STP",20.1136044285714,446.5,2021
"1589","Oregon","Nitrogen dioxide (NO2)",11.6331985,37.9,2021
"1590","Oregon","Ozone",0.0405889,0.11,2021
"1591","Oregon","PM10 Total 0-10um STP",14.5981532,587,2021
"1592","Pennsylvania","Nitrogen dioxide (NO2)",10.8664232105263,69,2021
"1593","Pennsylvania","Ozone",0.0417306435185185,0.104,2021
"1594","Pennsylvania","PM10 Total 0-10um STP",16.2478708518519,432.9,2021
"1595","Rhode Island","Nitrogen dioxide (NO2)",13.189021,49.2,2021
"1596","Rhode Island","Ozone",0.0423035,0.096,2021
"1597","Rhode Island","PM10 Total 0-10um STP",11.5386263333333,32,2021
"1598","South Carolina","Nitrogen dioxide (NO2)",8.3685938,45,2021
"1599","South Carolina","Ozone",0.0404475166666667,0.084,2021
"1600","South Carolina","PM10 Total 0-10um STP",15.4090918333333,759,2021
"1601","South Dakota","Nitrogen dioxide (NO2)",6.9286962,42.2,2021
"1602","South Dakota","Ozone",0.0427694375,0.095,2021
"1603","South Dakota","PM10 Total 0-10um STP",21.03375435,820,2021
"1604","Tennessee","Nitrogen dioxide (NO2)",10.5810568,63,2021
"1605","Tennessee","Ozone",0.0422378152173913,0.095,2021
"1606","Tennessee","PM10 Total 0-10um STP",18.347600125,200,2021
"1607","Texas","Nitrogen dioxide (NO2)",10.6230367075472,92.3,2021
"1608","Texas","Ozone",0.0403219366666667,0.13,2021
"1609","Texas","PM10 Total 0-10um STP",28.6264068518519,751,2021
"1610","Utah","Nitrogen dioxide (NO2)",10.7951327962963,72.9,2021
"1611","Utah","Ozone",0.0474813203125,0.112,2021
"1612","Utah","PM10 Total 0-10um STP",17.0703515714286,165,2021
"1613","Vermont","Nitrogen dioxide (NO2)",8.501739,40.1,2021
"1614","Vermont","Ozone",0.0375064166666667,0.071,2021
"1615","Vermont","PM10 Total 0-10um STP",8.67354033333333,44,2021
